year,Base case diesel consumed,Modeled residential ashp
2017,58084.5614564,16305.3844744
2018,58084.5614564,16305.3844744
2019,58084.5614564,16305.3844744
2020,58084.5614564,16305.3844744
2021,58084.5614564,16305.3844744
2022,58084.5614564,16305.3844744
2023,58084.5614564,16305.3844744
2024,58084.5614564,16305.3844744
2025,58084.5614564,16305.3844744
2026,58084.5614564,16305.3844744
2027,58084.5614564,16305.3844744
2028,56137.5795582,14358.4025762
2029,56137.5795582,14358.4025762
2030,56137.5795582,14358.4025762
2031,56137.5795582,14358.4025762
