year,Base case cost,Modeled non-residential energy efficiency
2017,267389.07878,270649.247263
2018,288240.263574,289371.193414
2019,317200.242454,315373.896402
2020,331680.231894,328375.247896
2021,340947.425136,336696.112852
2022,348477.019645,343456.815629
2023,353689.815843,348137.302166
2024,357744.212887,351777.680585
2025,362957.009085,356458.167123
2026,368749.004861,361658.70772
2027,373961.80106,366339.194258
2028,378595.397681,370499.626736
2029,384387.393457,375700.167333
2030,387862.590922,378820.491692
2031,394233.786276,384541.086349
