year,Base case cost,Modeled residential energy efficiency
2017,2029532.26994,1911144.57739
2018,2141337.30653,2002737.83396
2019,2302471.20704,2136585.83145
2020,2383166.42392,2204648.68583
2021,2431105.14264,2243997.39804
2022,2467764.16284,2274087.58973
2023,2504134.14454,2305909.92094
2024,2526792.73645,2324526.15684
2025,2549451.32836,2343142.39275
2026,2591932.33493,2380065.15981
2027,2628971.88196,2412557.05635
2028,2660495.57332,2440543.6862
2029,2689190.79394,2464185.96182
2030,2718130.14847,2490093.54934
2031,2761689.89918,2528095.06055
2032,2793527.42774,2554374.34961
2033,2834589.63713,2590383.614
2034,2869470.27877,2619200.72163
2035,2889817.31972,2636010.70108
2036,2934282.22357,2674917.36543
