year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,227797.07,10970.43,294063.6,172301.14
2018,227868.83,10972.0,294063.6,172301.14
2019,227940.59,10974.06,294063.6,173110.5
2020,228012.36,10976.11,294063.6,173919.87
2021,228084.12,10977.52,294063.6,173919.87
2022,228155.88,10978.67,294063.6,173919.87
2023,228155.88,10979.1,294063.6,174729.24
2024,228227.64,10980.31,294063.6,174729.24
2025,228227.64,10981.41,294063.6,174729.24
2026,228299.4,10983.73,294063.6,175538.61
2027,228442.92,10986.49,294063.6,176347.98
2028,228514.69,10988.58,294063.6,177157.34
2029,228586.45,10990.41,294063.6,177157.34
2030,228658.21,10992.46,294063.6,177966.71
2031,228729.97,10994.64,294063.6,178776.08
2032,228801.73,,,178776.08
2033,228873.49,,,179585.45
2034,228945.25,,,179585.45
2035,229017.01,,,179585.45
2036,229017.01,,,180394.81
