year,Base case diesel consumed,Modeled non-residential ashp
2017,331954.811546,243735.731662
2018,331954.811546,243735.731662
2019,333514.136745,245295.05686
2020,335073.461943,246854.382059
2021,335073.461943,246854.382059
2022,335073.461943,246854.382059
2023,336632.787142,248413.707257
2024,336632.787142,248413.707257
2025,336632.787142,248413.707257
2026,338192.112341,249973.032456
2027,339751.437539,251532.357655
2028,341310.762738,253091.682853
2029,341310.762738,253091.682853
2030,342870.087936,254651.008052
2031,344429.413135,256210.333251
