year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,294063.599321,217607.063498
2018,294063.599321,217607.063498
2019,294063.599321,217607.063498
2020,294063.599321,217607.063498
2021,294063.599321,217607.063498
2022,294063.599321,217607.063498
2023,294063.599321,217607.063498
2024,294063.599321,217607.063498
2025,294063.599321,217607.063498
2026,294063.599321,217607.063498
2027,294063.599321,217607.063498
2028,294063.599321,217607.063498
2029,294063.599321,217607.063498
2030,294063.599321,217607.063498
2031,294063.599321,217607.063498
