year,Base case diesel consumed,Modeled wind power
2019,227940.594692,192250.970684
2020,228012.356041,192322.732033
2021,228084.117389,192394.493381
2022,228155.878738,192466.25473
2023,228155.878738,192466.25473
2024,228227.640086,192538.016079
2025,228227.640086,192538.016079
2026,228299.401435,192609.777427
2027,228442.924132,192753.300124
2028,228514.685481,192825.061473
2029,228586.446829,192896.822821
2030,228658.208178,192968.58417
2031,228729.969526,193040.345518
2032,228801.730875,193112.106867
2033,228873.492223,193183.868215
2034,228945.253572,193255.629564
2035,229017.01492,193327.390913
2036,229017.01492,193327.390913
2037,229088.776269,193399.152261
2038,229088.776269,193399.152261
