year,Base case cost,Modeled non-residential energy efficiency
2017,266001.992951,285551.015209
2018,285713.737066,302223.750664
2019,312746.98614,325506.647719
2020,325700.417987,336149.539537
2021,334148.308322,342763.515975
2022,340343.427902,347374.295449
2023,344848.969414,350487.905187
2024,348791.318237,353116.953147
2025,353296.859749,356274.059679
2026,358365.593951,359958.721095
2027,362871.135463,363157.309395
2028,366250.291597,365362.776187
2029,371319.025798,369107.492646
2030,374134.989243,370845.024295
2031,379766.916133,375134.036265
