year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,401229.0,164890.0,236339.0
2004,,383637.0,151131.0,232506.0
2005,,362583.0,129776.0,232807.0
2006,,359508.0,132882.0,226626.0
2007,,339667.0,131870.0,207797.0
2008,,372672.0,156487.0,216185.0
2009,,370543.0,152510.0,218033.0
2010,,410869.0,169224.0,241645.0
2011,,396406.0,167243.0,229163.0
2012,,409801.0,166608.0,243193.0
2013,,371184.0,147501.0,223683.0
2014,start of forecast,387526.0,155513.0,232013.0
2015,,387840.0,155827.0,232013.0
2016,,388158.0,156145.0,232013.0
2017,,388369.0,156356.0,232013.0
2018,,388547.0,156534.0,232013.0
2019,,388683.0,156670.0,232013.0
2020,,388843.0,156830.0,232013.0
2021,,389054.0,157041.0,232013.0
2022,,389349.0,157336.0,232013.0
2023,,389735.0,157722.0,232013.0
2024,,390071.0,158058.0,232013.0
2025,,390355.0,158342.0,232013.0
2026,,390563.0,158550.0,232013.0
2027,,390810.0,158797.0,232013.0
2028,,391085.0,159072.0,232013.0
2029,,390996.0,158983.0,232013.0
2030,,390996.0,158983.0,232013.0
2031,,391089.0,159076.0,232013.0
2032,,391426.0,159413.0,232013.0
2033,,391816.0,159803.0,232013.0
2034,,392173.0,160160.0,232013.0
2035,,392436.0,160423.0,232013.0
2036,,392573.0,160560.0,232013.0
2037,,392600.0,160587.0,232013.0
2038,,392639.0,160626.0,232013.0
2039,,392765.0,160752.0,232013.0
2040,,392944.0,160931.0,232013.0
