year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,40435.93,6192.39,34540.56,21684.05
2018,40547.26,6191.51,34540.56,21684.05
2019,40540.59,6190.84,34540.56,21684.05
2020,40537.62,6190.06,34540.56,21684.05
2021,40541.82,6189.02,34540.56,21684.05
2022,40629.1,6187.58,34540.56,21684.05
2023,40628.9,6185.68,34540.56,20609.96
2024,40629.64,6184.03,34540.56,20609.96
2025,40718.3,6182.63,34540.56,20609.96
2026,40718.34,6181.61,34540.56,20609.96
2027,40718.45,6180.4,34540.56,19535.87
2028,40807.45,6179.05,34540.56,19535.87
2029,40807.47,6179.49,34540.56,19535.87
2030,40807.48,6179.49,34540.56,19535.87
2031,40807.47,6179.03,34540.56,19535.87
2032,40807.47,6177.37,34540.56,19535.87
2033,40807.48,6175.46,34540.56,19535.87
2034,40896.56,6173.71,34540.56,18461.77
2035,40896.56,6172.41,34540.56,18461.77
2036,40896.56,6171.74,34540.56,18461.77
2037,40896.56,6171.61,34540.56,18461.77
2038,40896.56,6171.42,34540.56,18461.77
2039,40985.64,6170.8,34540.56,18461.77
2040,40985.64,6169.92,34540.56,18461.77
