year,Base case diesel consumed,Modeled diesel efficiency
2019,40540.5894139,36855.0812854
2020,40537.6223882,36852.3839893
2021,40541.8233426,36856.2030387
2022,40629.0970293,36935.542754
2023,40628.904463,36935.3676936
2024,40629.6367165,36936.0333786
2025,40718.2980507,37016.6345916
2026,40718.3366197,37016.6696543
2027,40718.4522338,37016.774758
2028,40807.4476159,37097.6796508
2029,40807.4690327,37097.6991207
2030,40807.4847323,37097.713393
2031,40807.467127,37097.6973881
2032,40807.4736307,37097.7033006
2033,40807.4751633,37097.7046939
2034,40896.5572881,37178.6884437
2035,40896.5589036,37178.6899124
2036,40896.5588898,37178.6898998
2037,40896.5583605,37178.6894187
2038,40896.558718,37178.6897436
