year,Base case cost,Modeled water and wastewater efficiency
2017,56538.0871409,43127.1748118
2018,60749.526622,45982.0469819
2019,66529.0243155,49934.4791607
2020,69292.6364,51781.8837685
2021,71088.444968,52955.0938897
2022,72396.7828771,53789.6458166
2023,73337.6879236,54369.3585785
2024,74160.6035218,54868.4572147
2025,75106.6040496,55455.3239033
2026,76177.2185581,56130.9848081
2027,77124.681387,56722.302184
2028,77829.3552182,57145.6525142
2029,78917.8837201,57838.7892369
2030,79519.4612333,58193.3020865
2031,80716.5812454,58965.4286233
