year,Base case cost,Modeled diesel efficiency
2019,178783.999315,322680.911082
2020,188094.567881,327391.548633
2021,194195.333811,329272.156818
2022,199082.575444,330135.472257
2023,202331.944226,329593.709985
2024,205179.665418,328768.744786
2025,208884.869,328803.320053
2026,212549.717155,328879.344316
2027,215807.796839,328661.883471
2028,218727.919221,328211.704789
2029,222400.706228,328518.536231
2030,224441.166028,327412.497915
2031,228521.815911,328230.576321
2032,232194.524958,328745.571371
2033,236275.281195,329697.701969
2034,240880.722427,331191.451301
2035,243334.525477,330792.283457
2036,247833.146872,332313.679612
2037,250286.937166,332036.331998
2038,254376.595226,333304.919687
