year,Base case cost,Modeled residential energy efficiency
2017,181843.692319,179134.685111
2018,194318.649029,189783.23575
2019,211427.161089,204562.245954
2020,219624.989785,211428.232704
2021,224971.399803,215768.722766
2022,228892.100484,218851.192975
2023,221051.302675,210300.127096
2024,223432.023111,212019.320106
2025,226152.846465,214048.140132
2026,229213.772739,216386.375671
2027,220719.998321,207218.016538
2028,222662.669346,208573.507157
2029,225576.675882,210790.040678
2030,227195.568403,211877.475132
2031,230433.353444,214394.129309
2032,233347.359981,216634.148663
2033,236585.145022,219165.911082
2034,227645.19179,209527.224823
2035,229489.916323,210838.335025
2036,232871.911301,213496.167632
