year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,461760
2004,,0,0,0,0,0,432840
2005,,0,0,8899,0,0,405840
2006,,0,0,11337,0,0,393000
2007,,0,0,10185,0,0,391320
2008,,0,0,11154,0,0,407960
2009,,0,0,7474,0,0,456792
2010,,0,0,8468,0,0,481874
2011,,0,0,5517,0,0,463584
2012,,0,0,26,0,0,480071
2013,,0,0,0,0,0,431777
2014,start of forecast,0,0,1848,0,0,452152
2015,,0,0,625,0,0,454375
2016,,0,0,824,0,0,454176
2017,,0,0,1099,0,0,453901
2018,,0,0,849,0,0,455151
2019,,0,0,924,0,0,455076
2020,,0,0,957,0,0,455043
2021,,0,0,910,0,0,455090
2022,,0,0,930,0,0,456070
2023,,0,0,933,0,0,456067
2024,,0,0,924,0,0,456076
2025,,0,0,929,0,0,457071
2026,,0,0,929,0,0,457071
2027,,0,0,927,0,0,457073
2028,,0,0,928,0,0,458072
2029,,0,0,928,0,0,458072
2030,,0,0,928,0,0,458072
2031,,0,0,928,0,0,458072
2032,,0,0,928,0,0,458072
2033,,0,0,928,0,0,458072
2034,,0,0,928,0,0,459072
2035,,0,0,928,0,0,459072
2036,,0,0,928,0,0,459072
2037,,0,0,928,0,0,459072
2038,,0,0,928,0,0,459072
2039,,0,0,928,0,0,460072
2040,,0,0,928,0,0,460072
