year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,34540.5638618,25560.0172578
2018,34540.5638618,25560.0172578
2019,34540.5638618,25560.0172578
2020,34540.5638618,25560.0172578
2021,34540.5638618,25560.0172578
2022,34540.5638618,25560.0172578
2023,34540.5638618,25560.0172578
2024,34540.5638618,25560.0172578
2025,34540.5638618,25560.0172578
2026,34540.5638618,25560.0172578
2027,34540.5638618,25560.0172578
2028,34540.5638618,25560.0172578
2029,34540.5638618,25560.0172578
2030,34540.5638618,25560.0172578
2031,34540.5638618,25560.0172578
