year,Base case cost,Modeled water and wastewater efficiency
2017,128092.846395,105734.284898
2018,134369.282905,110956.427597
2019,142682.573938,117883.865861
2020,146771.459165,121272.588131
2021,149746.261902,123728.591087
2022,152055.279566,125627.203366
2023,153693.137829,126964.172683
2024,155112.39331,128118.213272
2025,156759.728655,129463.515921
2026,158636.350724,131001.029358
2027,160511.962484,132538.221503
2028,161934.284765,133696.467791
2029,163852.66529,135267.884269
2030,165083.038254,136264.313421
2031,166983.935865,137822.959476
