year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,77028.6,581468.52,962577.99,51064.25,439634.33,500725.75
2018,81533.68,614875.15,1035043.88,52835.6,453287.17,524928.45
2019,87527.5,659417.33,1127951.75,55155.08,471490.96,555009.47
2020,90409.61,680451.13,1183929.56,56361.85,480087.2,574292.66
2021,92472.58,695298.52,1230563.66,57273.68,486155.13,590831.35
2022,94044.9,706434.07,1271613.91,58010.38,490706.07,605729.13
2023,95124.48,713857.76,1306744.81,58568.65,493740.04,618899.13
2024,96041.64,720044.17,1332635.55,59070.75,496268.34,628383.75
2025,97125.22,727467.87,1368549.26,59634.5,499302.31,641756.45
2026,98375.73,736128.85,1407206.47,60260.62,502841.93,655904.55
2027,99626.53,744789.83,1446385.56,60885.44,506381.56,670187.8
2028,100546.6,750976.24,1481345.05,61387.69,508909.87,683248.4
2029,101812.12,759637.22,1521493.33,62040.55,512449.49,697782.6
2030,102578.46,764586.35,1554827.62,62504.57,514472.14,710357.37
2031,103839.51,773247.33,1595907.81,63144.43,518011.76,725132.88
2032,,,1631942.59,,,737439.23
2033,,,1674016.83,,,752472.14
2034,,,1710921.39,,,765003.71
2035,,,1740440.4,,,775427.83
2036,,,1789132.36,,,792304.35
