year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,114076.82,16390.59,123728.26,197311.58
2018,113932.33,16406.62,123728.26,201039.25
2019,116177.07,16423.02,123728.26,204766.92
2020,117365.03,16439.42,123728.26,208494.59
2021,118411.83,16455.48,123728.26,212222.25
2022,119855.71,16471.48,123728.26,215949.92
2023,121057.29,16487.3,123728.26,219677.59
2024,122361.96,16503.25,123728.26,222162.7
2025,123654.03,16519.13,123728.26,225890.37
2026,124895.5,16534.96,123728.26,229618.04
2027,126150.26,16550.46,123728.26,233345.7
2028,127339.11,16565.71,123728.26,237073.37
2029,128739.94,16582.96,123728.26,240801.04
2030,130070.7,16599.64,123728.26,244528.71
2031,131328.24,16615.49,123728.26,248256.37
2032,132436.2,,,250741.48
2033,133471.19,,,254469.15
2034,134580.04,,,256954.26
2035,135614.7,,,259439.38
2036,136723.47,,,263167.04
