year,Base case cost,Modeled residential energy efficiency
2017,1463303.73072,1432957.51371
2018,1559972.33435,1505916.62502
2019,1682961.22075,1599631.06443
2020,1758222.22335,1657840.13979
2021,1821395.01737,1707284.47331
2022,1877343.04369,1751553.28146
2023,1925643.94051,1790220.84963
2024,1961019.30273,1816734.70736
2025,2010305.71039,1856657.44611
2026,2063111.02902,1899593.80878
2027,2116573.35488,1943314.23778
2028,2164593.44777,1982987.306
2029,2219275.92991,2028173.14536
2030,2265184.98445,2066610.07671
2031,2321040.69377,2113203.0358
2032,2369381.81539,2151758.86285
2033,2426488.96704,2199826.3216
2034,2475925.1007,2239694.99006
2035,2515868.22743,2272081.93897
2036,2581436.71668,2327655.30583
