year,Base case cost,Modeled diesel efficiency
2019,333428.191021,553090.866844
2020,356789.696272,568469.825541
2021,374181.370004,578558.979675
2022,389531.070277,586925.89098
2023,400699.630985,591622.720118
2024,411136.178593,595781.967344
2025,422896.783748,601269.790525
2026,435885.286521,607995.844492
2027,449094.931834,615042.038902
2028,459694.205137,619831.478154
2029,473762.994597,627888.607339
2030,483863.014622,632448.686495
2031,497734.029941,640545.265591
2032,512528.110848,649586.778884
2033,525876.469724,657417.303713
2034,541011.765197,666973.199522
2035,551951.822059,672813.760707
2036,568769.646607,684093.956705
2037,579205.710384,689666.506755
2038,596373.55633,701450.611454
