year,Base case cost,Modeled water and wastewater efficiency
2017,8437.6512816,7406.53119571
2018,8950.37293253,7771.22661502
2019,9641.43254899,8270.26059661
2020,9975.81623437,8502.02449967
2021,10198.7386913,8650.57305381
2022,10377.0766568,8766.09538887
2023,10488.5378853,8831.84795568
2024,10577.7068681,8881.28713955
2025,10689.1680965,8947.8695649
2026,10845.2138164,9048.31885449
2027,10956.6750448,9115.69269593
2028,11045.8440276,9166.7151559
2029,11179.5975018,9251.57698215
2030,11268.7664845,9303.33650564
2031,11402.5199587,9388.91812006
