year,Base case cost,Modeled non-residential energy efficiency
2017,3178974.04875,2684941.85618
2018,3306549.34439,2785643.09853
2019,3478498.6559,2922979.29148
2020,3561699.93567,2987347.81918
2021,3617167.45552,3028979.79909
2022,3661541.47139,3061572.99127
2023,3689275.23131,3080558.503
2024,3711462.23925,3095067.52249
2025,3739195.99917,3114231.28929
2026,3778023.26306,3142614.41587
2027,3805757.02299,3161948.18022
2028,3827944.03092,3176797.29017
2029,3861224.54283,3200859.8533
2030,3883411.55077,3215867.28578
2031,3916692.06267,3240084.46067
