year,Base case diesel consumed,Modeled non-residential ashp
2017,4683.59452704,-5498.13270566
2018,4683.59452704,-5498.13270566
2019,4683.59452704,-5498.13270566
2020,4683.59452704,-5498.13270566
2021,4683.59452704,-5498.13270566
2022,4683.59452704,-5498.13270566
2023,4683.59452704,-5498.13270566
2024,4683.59452704,-5498.13270566
2025,4683.59452704,-5498.13270566
2026,4683.59452704,-5498.13270566
2027,4683.59452704,-5498.13270566
2028,4683.59452704,-5498.13270566
2029,4683.59452704,-5498.13270566
2030,4683.59452704,-5498.13270566
2031,4683.59452704,-5498.13270566
