year,Base case diesel consumed,Modeled residential ashp
2017,4130.02573729,-23040.5073772
2018,4130.02573729,-23040.5073772
2019,4130.02573729,-23040.5073772
2020,3968.95598332,-23201.5771311
2021,3968.95598332,-23201.5771311
2022,3968.95598332,-23201.5771311
2023,3968.95598332,-23201.5771311
2024,3968.95598332,-23201.5771311
2025,3968.95598332,-23201.5771311
2026,3807.88622936,-23362.6468851
2027,3807.88622936,-23362.6468851
2028,3807.88622936,-23362.6468851
2029,3646.81647539,-23523.7166391
2030,3646.81647539,-23523.7166391
2031,3646.81647539,-23523.7166391
