year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,51633.89,2713.64,33939.09,27170.53
2018,51481.77,2695.43,33939.09,27170.53
2019,51405.72,2674.72,33939.09,27170.53
2020,51253.6,2649.01,33939.09,26110.89
2021,51177.54,2634.48,33939.09,26110.89
2022,51101.48,2622.9,33939.09,26110.89
2023,51101.48,2622.58,33939.09,26110.89
2024,51025.42,2615.61,33939.09,26110.89
2025,51025.42,2613.49,33939.09,26110.89
2026,50949.36,2603.96,33939.09,25051.25
2027,50797.24,2576.41,33939.09,25051.25
2028,50721.19,2563.58,33939.09,25051.25
2029,50645.13,2551.86,33939.09,23991.61
2030,50569.07,2537.68,33939.09,23991.61
2031,50493.01,2533.89,33939.09,23991.61
