year,Base case cost,Modeled non-residential energy efficiency
2017,364522.613822,352463.248998
2018,383857.497472,368786.316537
2019,411047.177604,392088.023427
2020,423735.694999,402559.575246
2021,432194.706596,409301.672217
2022,438841.07285,414455.334099
2023,443070.578649,417484.786495
2024,447300.084447,420531.068697
2025,451529.590245,423593.786297
2026,456967.526272,427743.275756
2027,461197.03207,430837.71758
2028,465426.537869,433947.466023
2029,470260.258781,437607.523237
2030,473281.334351,439676.095519
2031,478719.270378,443900.366545
