year,Base case cost,Modeled diesel efficiency
2019,234152.510377,418680.914385
2020,246101.316052,424719.676034
2021,253595.786186,426822.099288
2022,259373.270394,427474.034013
2023,262698.84667,426004.781622
2024,265540.256039,424200.670537
2025,268753.823553,422837.710291
2026,272311.366361,421887.870144
2027,273941.635826,419284.025109
2028,275966.465188,417134.634345
2029,279573.869962,416517.46754
2030,280137.526958,413224.584475
2031,283040.360487,412147.412186
2032,286107.955291,411307.119274
2033,289744.265552,411068.895436
2034,293289.523529,410830.958397
2035,294158.856049,408241.476649
2036,296844.898426,407382.763
2037,298226.580703,405415.624574
2038,301411.965367,405163.759654
