year,Base case cost,Modeled water and wastewater efficiency
2017,74181.3287927,56148.3294231
2018,79025.9471269,59580.3050983
2019,85649.9087075,64283.7555997
2020,89078.2770066,66706.5825461
2021,91821.7571795,68643.7788621
2022,93859.5155311,70072.6705544
2023,95530.2859571,71241.341874
2024,97108.7584716,72345.6683816
2025,98829.7214722,73552.2381295
2026,100811.60344,74947.5452442
2027,103312.588775,76725.1502872
2028,105060.989801,77955.7910342
2029,107133.107137,79418.3374469
2030,108611.062357,80457.5059076
2031,111241.960375,82326.4074446
