year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,72986.35,9683.23,71198.46,66220.65
2018,72552.77,9766.05,71198.46,67034.38
2019,72046.93,9850.15,71198.46,68661.83
2020,71541.08,9932.28,71198.46,69475.56
2021,71035.23,10028.79,71198.46,71103.01
2022,70673.92,10092.64,71198.46,71916.73
2023,70240.33,10161.99,71198.46,72730.46
2024,69879.01,10235.58,71198.46,73544.19
2025,69445.43,10307.28,71198.46,74357.91
2026,68939.59,10388.95,71198.46,75985.36
2027,68144.69,10536.52,71198.46,77612.82
2028,67638.84,10620.93,71198.46,79240.27
2029,67205.26,10705.5,71198.46,80053.99
2030,66699.41,10790.68,71198.46,81681.45
2031,65976.77,10911.14,71198.46,83308.9
2032,65470.93,,,84122.63
2033,64965.08,,,85750.08
2034,64459.24,,,86563.8
2035,63808.86,,,88191.26
2036,63158.49,,,89818.71
