year,Base case diesel consumed,Modeled diesel efficiency
2019,72046.9262697,65497.2056997
2020,71541.0802478,65037.3456798
2021,71035.2342258,64577.4856598
2022,70673.9156387,64249.014217
2023,70240.3333342,63854.8484856
2024,69879.0147471,63526.3770428
2025,69445.4324425,63132.2113114
2026,68939.5864206,62672.3512914
2027,68144.6855289,61949.7141172
2028,67638.839507,61489.8540972
2029,67205.2572024,61095.6883659
2030,66699.4111805,60635.8283459
2031,65976.7740063,59978.8854602
2032,65470.9279843,59519.0254403
2033,64965.0819624,59059.1654203
2034,64459.2359404,58599.3054004
2035,63808.8624836,58008.0568033
2036,63158.4890268,57416.8082062
2037,62652.6430049,56956.9481862
2038,62146.7969829,56497.0881663
