year,Base case diesel consumed,Modeled non-residential ashp
2017,71198.4550987,49838.9185905
2018,71198.4550987,49838.9185905
2019,71198.4550987,49838.9185905
2020,71198.4550987,49838.9185905
2021,71198.4550987,49838.9185905
2022,71198.4550987,49838.9185905
2023,71198.4550987,49838.9185905
2024,71198.4550987,49838.9185905
2025,71198.4550987,49838.9185905
2026,71198.4550987,49838.9185905
2027,71198.4550987,49838.9185905
2028,71198.4550987,49838.9185905
2029,71198.4550987,49838.9185905
2030,71198.4550987,49838.9185905
2031,71198.4550987,49838.9185905
