year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,0.0,0.0,403762.17,240364.74
2018,108309.93,0.0,403762.17,238116.91
2019,55577.04,0.0,403762.17,238116.91
2020,23720.0,0.0,403762.17,236993.0
2021,54855.06,0.0,403762.17,235869.09
2022,30884.03,0.0,403762.17,233621.26
2023,16665.46,0.0,403762.17,231373.43
2024,12662.2,0.0,403762.17,229125.6
2025,0.0,0.0,403762.17,226877.77
2026,0.0,0.0,403762.17,224629.94
2027,0.0,0.0,403762.17,222382.12
2028,0.0,0.0,403762.17,220134.29
2029,0.0,0.0,403762.17,217886.46
2030,0.0,0.0,403762.17,216762.55
2031,0.0,0.0,403762.17,214514.72
2032,0.0,,,211142.98
2033,0.0,,,205523.41
2034,0.0,,,202151.66
2035,0.0,,,197656.01
2036,0.0,,,193160.35
