year,Base case cost,Modeled diesel efficiency
2019,651918.479133,884666.18613
2020,688607.692638,911175.961356
2021,716754.212747,930080.059218
2022,738602.95951,943415.556577
2023,756362.215495,953186.311617
2024,768972.978138,958426.009312
2025,784016.328887,966023.040561
2026,802955.991093,977304.643662
2027,817131.765,984394.570575
2028,829642.816362,990106.983805
2029,847038.320473,1000392.49467
2030,858526.091734,1005436.9155
2031,875824.809919,1015890.55456
2032,892068.013883,1025508.20874
2033,909662.236206,1036474.73862
2034,928244.803685,1048457.613
2035,940872.476838,1055142.03381
2036,961151.752931,1068894.84672
2037,971820.095821,1074020.20294
2038,988926.414064,1085105.44693
