year,Base case cost,Modeled solar power (pv)
2016,426786.875961,
2017,508317.803567,
2018,565171.954442,
2019,651918.479133,
2020,688607.692638,
2021,716754.212747,
2022,738602.95951,
2023,756362.215495,
2024,768972.978138,
2025,784016.328887,
2026,802955.991093,
2027,817131.765,
2028,829642.816362,
2029,847038.320473,
2030,858526.091734,
2031,875824.809919,
2032,892068.013883,
2033,909662.236206,
2034,928244.803685,
2035,940872.476838,
