year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,174016.373937,128772.116713
2018,174016.373937,128772.116713
2019,174016.373937,128772.116713
2020,174016.373937,128772.116713
2021,174016.373937,128772.116713
2022,174016.373937,128772.116713
2023,174016.373937,128772.116713
2024,174016.373937,128772.116713
2025,174016.373937,128772.116713
2026,174016.373937,128772.116713
2027,174016.373937,128772.116713
2028,174016.373937,128772.116713
2029,174016.373937,128772.116713
2030,174016.373937,128772.116713
2031,174016.373937,128772.116713
