year,Base case cost,Modeled non-residential energy efficiency
2017,1701377.6041,1676093.67511
2018,1784579.48066,1747118.14643
2019,1903835.50373,1850800.95978
2020,1956530.02556,1894463.89846
2021,1995357.56795,1925695.10834
2022,2023091.52681,1946997.18752
2023,2045278.69389,1963377.54024
2024,2059145.67332,1972329.35354
2025,2078559.44452,1986374.39579
2026,2103520.00749,2005510.70486
2027,2122933.77869,2019717.34252
2028,2139574.154,2031497.19305
2029,2161761.32108,2048362.6956
2030,2175628.30051,2057788.28805
2031,2200588.86348,2077305.51629
