year,Base case diesel consumed,Modeled non-residential ashp
2017,174016.373937,121811.461756
2018,174016.373937,121811.461756
2019,174016.373937,121811.461756
2020,174016.373937,121811.461756
2021,174016.373937,121811.461756
2022,174016.373937,121811.461756
2023,174016.373937,121811.461756
2024,174016.373937,121811.461756
2025,174016.373937,121811.461756
2026,174016.373937,121811.461756
2027,174016.373937,121811.461756
2028,174016.373937,121811.461756
2029,174016.373937,121811.461756
2030,174016.373937,121811.461756
2031,174016.373937,121811.461756
