year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,195506.85,16804.46,174016.37,462251.56
2018,194886.88,16801.02,174016.37,460773.77
2019,195771.32,16881.36,174016.37,462251.56
2020,195627.19,16880.1,174016.37,462251.56
2021,195834.48,16951.37,174016.37,463729.34
2022,196436.96,17058.7,174016.37,465207.13
2023,196969.33,17182.42,174016.37,466684.92
2024,197679.43,17329.3,174016.37,469640.49
2025,197983.92,17404.68,174016.37,471118.28
2026,198260.74,17452.15,174016.37,471118.28
2027,198332.95,17476.66,174016.37,471118.28
2028,198479.14,17502.28,174016.37,472596.07
2029,198835.29,17583.9,174016.37,474073.85
2030,199193.99,17665.11,174016.37,474073.85
2031,199051.09,17623.27,174016.37,474073.85
2032,199122.32,,,474073.85
2033,199050.82,,,474073.85
2034,199194.16,,,474073.85
2035,199337.39,,,475551.64
2036,199409.08,,,475551.64
