year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,89646.77,928325.44,2638522.47,391093.09,773052.16,616031.42
2018,94668.76,980530.36,2768319.42,406738.73,804049.12,637512.59
2019,102380.41,1055357.4,2975966.1,430101.83,848478.11,676137.01
2020,105580.0,1088420.51,3063793.9,440038.94,868109.52,691780.93
2021,108398.98,1112782.8,3138510.75,448190.89,882574.77,706842.24
2022,110791.17,1130184.44,3195033.09,454686.5,892907.09,718692.84
2023,112969.31,1144105.75,3242517.3,460348.37,901172.95,728954.64
2024,114801.42,1152806.57,3286534.59,464721.85,906339.11,740392.27
2025,116519.14,1164987.71,3329854.39,469327.66,913571.73,749958.97
2026,118407.64,1180649.19,3372255.04,474675.69,922870.82,757592.67
2027,119797.3,1192830.33,3405233.32,478692.8,930103.45,763530.0
2028,121023.02,1203271.32,3444270.5,482195.91,936302.84,772368.49
2029,122994.11,1217192.63,3492966.49,487457.33,944568.7,782969.57
2030,124445.41,1225893.44,3516670.18,491128.35,949734.86,787251.89
2031,125736.78,1241554.92,3559336.83,495414.32,959033.95,794960.07
2032,,,3597262.73,,,801811.78
2033,,,3639929.38,,,809519.96
2034,,,3682596.03,,,817228.14
2035,,,3722608.55,,,826339.71
2036,,,3770163.71,,,834945.73
