year,Base case cost,Modeled water and wastewater efficiency
2017,480739.865003,319035.278156
2018,501407.492233,329580.709422
2019,532482.234848,346053.859937
2020,545618.939455,352391.75901
2021,556589.874025,357540.700652
2022,565477.667751,361541.903229
2023,573317.680224,364977.741212
2024,579523.272007,367516.480164
2025,585846.795667,370134.662503
2026,593083.326569,373288.478155
2027,598490.098587,375425.177489
2028,603218.926645,377200.082888
2029,610451.4319,380423.128025
2030,615573.766958,382472.371765
2031,621151.100472,384779.198279
