year,Base case diesel consumed,Modeled diesel efficiency
2019,195771.315055,177973.922777
2020,195627.185409,177842.895826
2021,195834.484357,178031.349415
2022,196436.957317,178579.052106
2023,196969.326952,179063.024502
2024,197679.428827,179708.571661
2025,197983.921436,179985.383124
2026,198260.738541,180237.035038
2027,198332.95267,180302.684245
2028,198479.14267,180435.584246
2029,198835.286496,180759.35136
2030,199193.988801,181085.444365
2031,199051.093164,180955.53924
2032,199122.324527,181020.295025
2033,199050.81755,180955.288682
2034,199194.163881,181085.603528
2035,199337.389161,181215.808328
2036,199409.077372,181280.979429
2037,199552.381072,181411.25552
2038,198979.157759,180890.143418
