year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2000,,,2.32
2003,,1.73,2.94
2004,,2.16,2.94
2005,,2.43,2.94
2008,,3.75,6.6
2009,,4.45,6.6
2013,,4.12,7.35
2014,,3.98,7.88
2016,start of forecast,2.18,4.91
2017,,2.6,5.33
2018,,2.9,5.63
2019,,3.33,6.06
2020,,3.52,6.25
2021,,3.66,6.39
2022,,3.76,6.49
2023,,3.84,6.57
2024,,3.89,6.62
2025,,3.96,6.69
2026,,4.05,6.78
2027,,4.12,6.85
2028,,4.18,6.91
2029,,4.26,6.99
2030,,4.31,7.04
2031,,4.4,7.13
2032,,4.48,7.21
2033,,4.57,7.3
2034,,4.66,7.39
2035,,4.72,7.45
2036,,4.82,7.55
2037,,4.87,7.6
2038,,4.97,7.7
2039,,5.04,7.77
2040,,5.14,7.87
