year,Base case diesel consumed,Modeled residential ashp
2017,10131.0942415,-53256.220378
2018,10131.0942415,-53256.220378
2019,10273.4771593,-53113.8374602
2020,10415.8600771,-52971.4545423
2021,10558.2429949,-52829.0716245
2022,10700.6259128,-52686.6887067
2023,10843.0088306,-52544.3057889
2024,10985.3917484,-52401.9228711
2025,11127.7746662,-52259.5399533
2026,11270.157584,-52117.1570355
2027,11412.5405018,-51974.7741177
2028,11554.9234196,-51832.3911999
2029,11697.3063374,-51690.0082821
2030,11839.6892552,-51547.6253643
2031,11839.6892552,-51547.6253643
