year,Base case cost,Modeled non-residential energy efficiency
2017,652947.212631,696310.921824
2018,690022.796124,728295.72597
2019,740692.76023,772955.43024
2020,764173.963108,792434.71298
2021,780240.049288,805085.720462
2022,792598.577119,814348.452465
2023,801249.5466,820221.666993
2024,808664.663299,824998.331934
2025,817315.63278,830971.443959
2026,827202.455045,838139.846342
2027,835853.424526,844208.228199
2028,842032.688442,848028.395698
2029,851919.510706,855334.724476
2030,858098.774622,859243.618903
2031,867985.596886,866636.595022
