year,Base case diesel consumed,Modeled non-residential ashp
2017,12343.542092,-14490.2450377
2018,12343.542092,-14490.2450377
2019,12343.542092,-14490.2450377
2020,12343.542092,-14490.2450377
2021,12343.542092,-14490.2450377
2022,12343.542092,-14490.2450377
2023,12343.542092,-14490.2450377
2024,12343.542092,-14490.2450377
2025,12343.542092,-14490.2450377
2026,12343.542092,-14490.2450377
2027,12343.542092,-14490.2450377
2028,12343.542092,-14490.2450377
2029,12343.542092,-14490.2450377
2030,12343.542092,-14490.2450377
2031,12343.542092,-14490.2450377
