year,Base case cost,Modeled residential energy efficiency
2017,569735.020755,584032.777291
2018,598872.482789,606536.686292
2019,646989.587355,646445.465426
2020,674223.427131,668773.878465
2021,695884.620485,686465.847662
2022,714810.459824,701913.979482
2023,730886.264455,715002.468742
2024,746092.758746,727415.251774
2025,762512.605456,740938.229365
2026,780184.031483,755608.581124
2027,796973.404869,769587.341802
2028,811743.826992,781884.458673
2029,829975.914183,797240.348858
2030,845039.409187,809910.871136
2031,854032.659785,816106.374416
