year,Base case cost,Modeled diesel efficiency
2019,72415.1107744,217005.522057
2020,76688.0520934,217346.882854
2021,79611.6435222,216544.604012
2022,81860.5600058,215210.080156
2023,83434.8015444,213341.410758
2024,84784.1514346,211345.633244
2025,86358.3929732,209629.82909
2026,88157.5261601,208192.22825
2027,89731.7676987,206622.207992
2028,90856.2259405,204713.633096
2029,92655.3591275,203487.090119
2030,93779.8173693,201714.28703
2031,95578.9505563,200620.333632
2032,97602.9753916,199794.800506
2033,99402.1085785,198827.2943
2034,101426.133414,198125.24488
2035,102775.483304,196869.434302
2036,104799.508139,196285.14806
2037,106148.85803,195144.340624
2038,108172.882865,194672.362146
