year,Base case diesel consumed,Modeled diesel efficiency
2019,99362.2445788,90329.3132534
2020,99285.0999789,90259.181799
2021,99362.2445788,90329.3132534
2022,99593.6783783,90539.7076166
2023,100056.545977,90960.4963429
2024,100287.979777,91170.8907061
2025,100519.413576,91381.2850693
2026,100596.558176,91451.4165237
2027,100673.702776,91521.547978
2028,100596.558176,91451.4165237
2029,100596.558176,91451.4165237
2030,100750.847376,91591.6794324
2031,100982.281175,91802.0737956
2032,101059.425775,91872.20525
2033,101213.714975,92012.4681588
2034,101213.714975,92012.4681588
2035,101213.714975,92012.4681588
2036,101290.859574,92082.5996132
2037,101290.859574,92082.5996132
2038,101368.004174,92152.7310675
