year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,7830.46522942,5089.80239912
2018,7822.20502904,5084.43326888
2019,7815.69874787,5080.20418612
2020,7818.54537074,5082.05449098
2021,7815.60219575,5080.14142724
2022,7799.56655323,5069.7182596
2023,7776.36075048,5054.63448781
2024,7761.54832345,5045.00641024
2025,7750.43151206,5037.78048284
2026,7745.47472596,5034.55857187
2027,7741.96755342,5032.27890972
2028,7745.86759321,5034.81393558
2029,7744.60842038,5033.99547325
2030,7738.81063202,5030.22691081
2031,7723.31368374,5020.15389443
