year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,249699.269108,184777.45914
2018,249699.269108,184777.45914
2019,249699.269108,184777.45914
2020,249699.269108,184777.45914
2021,249699.269108,184777.45914
2022,249699.269108,184777.45914
2023,249699.269108,184777.45914
2024,249699.269108,184777.45914
2025,249699.269108,184777.45914
2026,249699.269108,184777.45914
2027,249699.269108,184777.45914
2028,249699.269108,184777.45914
2029,249699.269108,184777.45914
2030,249699.269108,184777.45914
2031,249699.269108,184777.45914
