year,Base case cost,Modeled water and wastewater efficiency
2017,66685.013262,67730.4571142
2018,70276.0534423,69663.4653763
2019,75104.7877695,72450.2968769
2020,77471.3639341,73568.6929539
2021,79041.7060573,74159.8080879
2022,80140.6258382,74448.5655137
2023,81001.70921,74590.5920883
2024,81650.886561,74594.6143024
2025,82417.8560033,74687.3508017
2026,83419.2760811,74946.5615219
2027,84198.5263866,75063.6773003
2028,84878.6653197,75118.7758081
2029,85774.0356085,75332.9332993
2030,86324.3677038,75324.1023871
2031,87304.8724657,75623.1339179
