year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,99053.67,7830.47,249699.27,48337.52
2018,99207.96,7822.21,249699.27,49257.26
2019,99362.24,7815.7,249699.27,49257.26
2020,99285.1,7818.55,249699.27,49257.26
2021,99362.24,7815.6,249699.27,49257.26
2022,99593.68,7799.57,249699.27,49257.26
2023,100056.55,7776.36,249699.27,50177.01
2024,100287.98,7761.55,249699.27,51096.75
2025,100519.41,7750.43,249699.27,51096.75
2026,100596.56,7745.47,249699.27,51096.75
2027,100673.7,7741.97,249699.27,51096.75
2028,100596.56,7745.87,249699.27,51096.75
2029,100596.56,7744.61,249699.27,51096.75
2030,100750.85,7738.81,249699.27,51096.75
2031,100982.28,7723.31,249699.27,52016.49
2032,101059.43,7718.77,249699.27,52016.49
2033,101213.71,7712.54,249699.27,52016.49
2034,101213.71,7710.16,249699.27,52016.49
2035,101213.71,7710.15,249699.27,52016.49
2036,101290.86,7704.9,249699.27,52936.23
2037,101290.86,7704.9,249699.27,52936.23
2038,101368.0,7704.58,249699.27,52936.23
2039,101445.15,7698.65,249699.27,52936.23
2040,101368.0,7702.41,249699.27,52936.23
