year,Base case cost,Modeled non-residential energy efficiency
2017,1855369.68709,1921114.95078
2018,1958022.55876,2013229.81204
2019,2095962.35506,2138706.7539
2020,2163328.30209,2197782.06672
2021,2208238.93344,2235799.25678
2022,2240317.95584,2261825.09938
2023,2265981.17375,2281903.36082
2024,2285228.58719,2296031.73129
2025,2307683.90287,2313277.15249
2026,2336555.02302,2336660.48737
2027,2359010.3387,2354087.32173
2028,2378257.75213,2368578.62066
2029,2403920.97005,2389201.52988
2030,2419960.48125,2400838.71725
2031,2448831.6014,2424649.68658
