year,Base case cost,Modeled diesel efficiency
2019,339818.876459,510956.555924
2020,360404.912924,524936.049258
2021,374595.662062,533212.623593
2022,385427.535324,538544.051909
2023,395223.35661,543039.452189
2024,402154.798905,545034.228385
2025,410119.207391,548068.999195
2026,419487.647594,552478.731247
2027,426856.49977,555166.914527
2028,432565.200157,556439.871437
2029,440612.924811,559931.013328
2030,446326.253874,561389.625209
2031,456439.910912,566936.081875
2032,465883.952823,571959.292286
2033,475704.460381,577408.235199
2034,485825.831878,583212.224958
2035,491898.654777,585415.339186
2036,502402.663489,591724.561195
2037,507467.206468,593164.748982
2038,517990.501331,599641.593365
