year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,1196195
2004,,0,0,0,0,0,1213291
2005,,0,0,0,0,0,1188204
2006,,0,0,0,0,0,1265119
2007,,0,0,0,0,0,1275477
2008,,0,0,0,0,0,1233880
2009,,0,0,0,0,0,1274557
2010,,0,0,0,0,0,1240915
2011,,0,0,0,0,0,1228676
2012,,0,0,0,0,0,1243772
2013,,0,0,0,0,0,1301327
2014,start of forecast,0,0,0,0,0,1278000
2015,,0,0,0,0,0,1283000
2016,,0,0,0,0,0,1285000
2017,,0,0,0,0,0,1284000
2018,,0,0,0,0,0,1286000
2019,,0,0,0,0,0,1288000
2020,,0,0,0,0,0,1287000
2021,,0,0,0,0,0,1288000
2022,,0,0,0,0,0,1291000
2023,,0,0,0,0,0,1297000
2024,,0,0,0,0,0,1300000
2025,,0,0,0,0,0,1303000
2026,,0,0,0,0,0,1304000
2027,,0,0,0,0,0,1305000
2028,,0,0,0,0,0,1304000
2029,,0,0,0,0,0,1304000
2030,,0,0,0,0,0,1306000
2031,,0,0,0,0,0,1309000
2032,,0,0,0,0,0,1310000
2033,,0,0,0,0,0,1312000
2034,,0,0,0,0,0,1312000
2035,,0,0,0,0,0,1312000
2036,,0,0,0,0,0,1313000
2037,,0,0,0,0,0,1313000
2038,,0,0,0,0,0,1314000
2039,,0,0,0,0,0,1315000
2040,,0,0,0,0,0,1314000
