year,Base case cost,Modeled residential energy efficiency
2017,1549009.80424,1468404.66967
2018,1645784.06082,1548211.5443
2019,1767632.00374,1647957.1438
2020,1835313.80886,1702969.4471
2021,1866608.60608,1725302.32331
2022,1890338.37365,1741174.54227
2023,1899643.0885,1744765.25991
2024,1908683.42588,1748152.34951
2025,1917459.3858,1751334.38742
2026,1920586.25292,1747884.59608
2027,1932043.15489,1753341.75293
2028,1939827.69932,1755702.13945
2029,1938004.38447,1747988.28741
2030,1929012.60618,1734199.33549
2031,1929275.3841,1728155.389
