year,Base case diesel consumed,Modeled non-residential ashp
2017,6330.65402443,-7431.63733303
2018,6330.65402443,-7431.63733303
2019,6330.65402443,-7431.63733303
2020,6330.65402443,-7431.63733303
2021,6330.65402443,-7431.63733303
2022,6330.65402443,-7431.63733303
2023,6330.65402443,-7431.63733303
2024,6330.65402443,-7431.63733303
2025,6330.65402443,-7431.63733303
2026,6330.65402443,-7431.63733303
2027,6330.65402443,-7431.63733303
2028,6330.65402443,-7431.63733303
2029,6330.65402443,-7431.63733303
2030,6330.65402443,-7431.63733303
2031,6330.65402443,-7431.63733303
