year,annotation,Average Load
2003,,154.0
2004,,163.0
2005,,165.0
2006,,174.0
2007,,187.0
2008,,186.0
2009,,178.0
2010,,178.0
2011,,173.0
2012,,168.0
2013,,162.0
2014,start of forecast,167.0
2015,,167.0
2016,,166.0
2017,,166.0
2018,,166.0
2019,,166.0
2020,,166.0
2021,,166.0
2022,,166.0
2023,,166.0
2024,,167.0
2025,,167.0
2026,,167.0
2027,,167.0
2028,,167.0
2029,,167.0
2030,,167.0
2031,,167.0
2032,,167.0
2033,,167.0
2034,,167.0
2035,,167.0
2036,,167.0
2037,,167.0
2038,,167.0
2039,,167.0
2040,,167.0
