year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,0.0,5612.14,45874.3,26708.84
2018,0.0,5612.73,45874.3,26708.84
2019,0.0,5612.54,45874.3,26708.84
2020,0.0,5612.14,45874.3,26708.84
2021,0.0,5611.99,45874.3,26708.84
2022,0.0,5611.58,45874.3,26708.84
2023,0.0,5611.19,45874.3,25731.22
2024,0.0,5610.6,45874.3,25731.22
2025,0.0,5609.98,45874.3,25731.22
2026,0.0,5609.23,45874.3,25731.22
2027,0.0,5608.62,45874.3,25731.22
2028,0.0,5608.08,45874.3,25731.22
2029,0.0,5606.26,45874.3,25731.22
2030,0.0,5604.83,45874.3,24753.59
2031,0.0,5604.0,45874.3,24753.59
