year,Base case diesel consumed,Modeled residential ashp
2017,5593.55590567,-21115.2843205
2018,5593.55590567,-21115.2843205
2019,5593.55590567,-21115.2843205
2020,5593.55590567,-21115.2843205
2021,5593.55590567,-21115.2843205
2022,5593.55590567,-21115.2843205
2023,5388.8150594,-21320.0251667
2024,5388.8150594,-21320.0251667
2025,5388.8150594,-21320.0251667
2026,5388.8150594,-21320.0251667
2027,5388.8150594,-21320.0251667
2028,5388.8150594,-21320.0251667
2029,5388.8150594,-21320.0251667
2030,5184.07421313,-21524.766013
2031,5184.07421313,-21524.766013
