year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,169071001,2257001
2004,,0,0,0,0,164922000,1819999
2005,,0,0,0,0,167105998,1556000
2006,,0,0,0,0,171817003,3274997
2007,,0,0,0,0,174346999,2362001
2008,,0,0,0,0,164051000,17751000
2009,,0,0,0,0,166770000,13837600
2010,,0,0,0,0,178519000,942080
2011,,0,0,0,0,183477000,3698640
2012,,0,0,0,0,295748000,1696540
2013,,0,0,0,0,267713000,11461520
2014,,0,0,0,0,273347000,1405060
2015,start of forecast,0,0,0,0,278936000,15915000
2016,,0,0,0,0,273332000,28687000
2017,,0,0,0,0,275205000,34128000
2018,,0,0,0,0,275824333,39999667
2019,,0,0,0,0,274787111,45694889
2020,,0,0,0,0,275272148,50162852
2021,,0,0,0,0,275294531,55810469
2022,,0,0,0,0,275117930,60463070
2023,,0,0,0,0,275228203,64615797
2024,,0,0,0,0,275213555,68105445
2025,,0,0,0,0,275186563,71993437
2026,,0,0,0,0,275209440,76427560
2027,,0,0,0,0,275203186,82125814
2028,,0,0,0,0,275199729,88362271
2029,,0,0,0,0,275204118,85826882
2030,,0,0,0,0,275202345,85400655
2031,,0,0,0,0,275202064,87447936
2032,,0,0,0,0,275202842,96307158
2033,,0,0,0,0,275202417,107421583
2034,,0,0,0,0,275202441,118606559
2035,,0,0,0,0,275202567,127985433
2036,,0,0,0,0,275202475,134289525
2037,,0,0,0,0,275202494,137896506
2038,,0,0,0,0,275202512,142718488
2039,,0,0,0,0,275202494,151260506
2040,,0,0,0,0,275202500,162653500
