year,Base case cost,Modeled non-residential energy efficiency
2017,4222544.25155,4225363.99063
2018,4436064.53208,4422213.7439
2019,4729654.91779,4698946.12582
2020,4869777.60188,4823602.16315
2021,4963192.72461,4902208.25753
2022,5043262.82981,4967892.23786
2023,5089970.39117,5000764.83688
2024,5136677.95253,5033954.2528
2025,5183385.5139,5067453.06036
2026,5243438.09279,5114508.32889
2027,5296818.16293,5155231.49573
2028,5343525.72429,5189615.64564
2029,5403578.30319,5237535.50619
2030,5436940.84702,5259221.52026
2031,5503665.93468,5314311.69052
