year,Base case diesel consumed,Modeled residential energy efficiency
2017,676556.901823,484893.148049
2018,692899.956047,501236.202273
2019,704042.947563,512379.193789
2020,716671.671282,525007.917508
2021,730786.127202,539122.373428
2022,741929.118718,550265.364945
2023,752329.244134,560665.49036
2024,761243.637347,569579.883573
2025,770900.896661,579237.142887
2026,782043.888177,590380.134403
2027,796158.344098,604494.590324
2028,811758.532221,620094.778447
2029,805072.737311,613408.983537
2030,804329.87121,612666.117436
2031,808787.067816,617123.314042
2032,831073.050849,639409.297075
2033,858559.096589,666895.342815
2034,886788.00843,695124.254656
2035,909816.857564,718153.10379
2036,925417.045687,733753.291913
